size,ratio,name,keyword,common,label
2580,0.001937984496124031,False,False,False,nominal
2580,0.005813953488372093,True,False,False,nominal
2580,0.014728682170542635,False,False,True,ordinal
19158,0.00020879006159306817,True,False,True,nominal
19158,0.00015659254619480113,True,False,True,nominal
19158,0.00010439503079653408,False,False,True,nominal
19158,0.00015659254619480113,False,False,True,nominal
19158,0.00020879006159306817,False,True,False,ordinal
19158,0.00020879006159306817,False,False,False,nominal
19158,0.0003653826077878693,False,False,True,ordinal
19158,0.0002609875769913352,True,False,False,nominal
5110,0.0005870841487279843,True,False,False,nominal
5110,0.0009784735812133072,True,False,False,nominal
5110,0.0003913894324853229,True,False,False,nominal
5110,0.0007827788649706458,False,False,True,ordinal
7787,1.0,False,False,False,nominal
7787,0.0002568383202773854,True,False,False,nominal
7787,1.0,False,False,False,nominal
7787,0.519840760241428,False,False,True,nominal
7787,0.8772312829074098,False,False,False,nominal
7787,0.022088095543855144,True,False,True,nominal
7787,0.20097598561705407,False,False,True,nominal
7787,0.0007705149608321562,False,False,False,ordinal
7787,0.025940670348015924,False,False,True,nominal
7787,0.0631822267882368,False,False,True,nominal
7787,0.9976884551175035,False,False,False,nominal
129971,0.00033084303421532495,True,False,False,nominal
129971,0.9229366550999838,False,False,False,nominal
129971,0.29221133945264716,False,False,False,nominal
129971,0.0032699602218956535,False,False,False,nominal
129971,0.009455955559317079,False,False,False,nominal
129971,0.00013079840887582616,False,False,False,nominal
129971,0.00014618645697886453,True,False,False,nominal
129971,0.9143578182825399,False,False,False,nominal
129971,0.005439675004424064,False,False,False,nominal
129971,0.128928761031307,False,False,False,nominal
48895,0.9797525309336333,True,False,False,nominal
48895,0.23421617752326412,True,False,False,nominal
48895,0.00010225994477962981,False,False,False,nominal
48895,0.004519889559259638,False,False,False,nominal
48895,6.13559668677779e-05,True,False,False,nominal
1000,0.002,True,False,False,nominal
18207,0.0054923930356456305,False,False,False,ordinal
18207,0.005217773383863349,False,False,False,ordinal
18207,0.005437469105289174,False,False,False,ordinal
18207,0.005437469105289174,False,False,False,ordinal
18207,0.005437469105289174,False,False,False,ordinal
18207,0.005217773383863349,False,False,False,ordinal
18207,0.005382545174932718,False,False,False,ordinal
18207,0.005931784478497282,False,False,False,ordinal
18207,0.005931784478497282,False,False,False,ordinal
18207,0.005931784478497282,False,False,False,ordinal
18207,0.005382545174932718,False,False,False,ordinal
1000,0.005,True,False,True,nominal
1000,0.006,False,True,True,ordinal
1000,0.002,False,False,False,nominal
1000,0.002,False,False,False,nominal
800,1.0,True,False,False,nominal
800,0.01375,True,False,False,nominal
800,0.01625,True,False,False,nominal
16376,1.0,True,False,False,nominal
16376,1.0,False,False,False,nominal
16376,0.0002442598925256473,False,False,False,nominal
16376,0.00018319491939423546,False,False,False,nominal
16376,0.0014655593551538837,False,False,False,nominal
16376,0.0015266243282852955,False,False,False,nominal
16376,0.0002442598925256473,True,False,False,nominal
16376,0.0003663898387884709,False,False,False,nominal
16376,0.00012212994626282364,False,False,False,nominal
16376,0.050806057645334635,False,False,False,nominal
6896,1.0,True,False,False,nominal
6896,1.0,False,False,False,nominal
6896,0.0004350348027842227,False,False,False,nominal
6896,0.000580046403712297,False,False,False,nominal
6896,0.002465197215777262,False,False,False,nominal
6896,0.002465197215777262,False,False,False,nominal
6896,0.000580046403712297,True,False,False,nominal
6896,0.0002900232018561485,False,False,False,nominal
6896,0.0002900232018561485,False,False,False,nominal
6896,0.11223897911832946,False,False,False,nominal
1470,0.0020408163265306124,False,False,True,ordinal
1470,0.0013605442176870747,False,False,False,nominal
1470,0.003401360544217687,False,False,False,nominal
1470,0.0013605442176870747,True,False,True,nominal
1470,0.005442176870748299,False,False,True,nominal
1470,0.0020408163265306124,False,False,False,nominal
